golden_id,tweet_text,true_intent,true_action,must_contain,customer_tweet_id,support_tweet_id,customer_created_at,support_text
G152,I believe iOS 11.1.2 has battery problem. need your help.,battery_charging,AUTO-HANDLE,Address the battery/charging symptom with a concrete safe troubleshooting step.,464719,464718,Fri Dec 01 03:36:41 +0000 2017,@225526 We'll be happy to assist. DM us more about what you're experiencing and we'll do everything we can. https://t.co/GDrqU22YpT
G153,@AppleSupport I need the software update urgently. The battery lasts literally half a day 🙍🏼🙁@AppleSupport,battery_charging,AUTO-HANDLE,Address the battery/charging symptom with a concrete safe troubleshooting step.,745,744,Tue Oct 31 22:00:34 +0000 2017,@115865 Hi there! What type of device are we working with?
G154,hey why does my phone say its charging when i click the power button but wont turn on ??? also the charging port smells burnt,battery_charging,AUTO-HANDLE,Address the battery/charging symptom with a concrete safe troubleshooting step.,481857,481856,Fri Dec 01 05:06:12 +0000 2017,@229539 We're glad you reached out. DM us and let us know when this began and we'll go from there. https://t.co/GDrqU22YpT
G155,The charging port on my macbook just started smoking. Happy finals week! 🍎💻,battery_charging,AUTO-HANDLE,Address the battery/charging symptom with a concrete safe troubleshooting step.,481817,481816,Fri Dec 01 05:25:47 +0000 2017,@229524 We're here for you. Let's click here to join us in DM and we'll continue there: https://t.co/GDrqU22YpT
G156,"11.1.1 destroyed battery life on my 6s and 11.1.2 is no better. I am stare at my phone, no apps open and watch it drop. Pls fix!",battery_charging,AUTO-HANDLE,Address the battery/charging symptom with a concrete safe troubleshooting step.,481841,481840,Fri Dec 01 05:30:40 +0000 2017,"@229530 Great battery life from your iPhone is important, and we want to get to the bottom of what's happening here. Could you join us in DM with more info on what you're experiencing? https://t.co/GDrqU22YpT"
G157,"Does anyone else’s iPhone get super duper hot when charging? Should I be worried? I mean, I don’t want to wake up in a fiery bed full of flames.. 🔥📱🔥 #iPhoneSE",battery_charging,AUTO-HANDLE,Address the battery/charging symptom with a concrete safe troubleshooting step.,483237,483236,Fri Dec 01 06:46:50 +0000 2017,@229941 We'd like to look into this with you. DM us and we'll continue there. https://t.co/GDrqU22YpT
G158,Do you hate #iOS11 as much as I do? Shorter battery life and slower phone than ever. Plus for the first time ever it freezes. get your act together. Already flirting with Samsung due to iOS 11... #ios11sucks,battery_charging,AUTO-HANDLE,Address the battery/charging symptom with a concrete safe troubleshooting step.,483227,483226,Fri Dec 01 07:31:07 +0000 2017,@229938 We'd love the opportunity to work with you today in hopes of getting your iPhone running much smoother. Meet up with us in DM to get started. Click the link below and send us a message with your current iPhone model and iOS 11 version under Settings &gt; General &gt; About. https://t.co/GDrqU22YpT
G159,My phone really just died ON THE CHARGER!,battery_charging,AUTO-HANDLE,Address the battery/charging symptom with a concrete safe troubleshooting step.,483218,483216,Fri Dec 01 07:33:20 +0000 2017,"@229935 Let's look into this together. To get started, did the device power off although there was still battery life remaining? If so, how much battery life was remaining when it powered off?"
G160,"Can’t wait till August to leave 2 months 3 updates and still can’t open apps, resetting 3 times a day can’t make call, turns itself off, no battery life. £50 a month for what!?",battery_charging,ESCALATE,Address the battery/charging symptom with a concrete safe troubleshooting step.,483189,483188,Fri Dec 01 07:44:19 +0000 2017,@229925 We don't like to hear your iPhone is struggling and we'll be happy to help look into this. Let's chat over in Direct Message. https://t.co/GDrqU22YpT
G161,"After the update of 11/25 my device got stuck on the apple screen and will not come back, I called the support and together we tried to restore the iPhone that did not come back so now they are telling me that I have to pay R$1600.00 to change the device being a software problem?",software_update,AUTO-HANDLE,Tie the response to the reported OS/update behavior without inventing facts.,448347,448348,Fri Dec 01 00:02:01 +0000 2017,"@__DividI__ We want to help you look into this. Go ahead and DM us, we'll continue working there: https://t.co/GDrqU22YpT"
G162,Just updated the software of my iPhone 6s to the new iOS 11.1.2 and is pure rubbish! the phone keeps crashing the whole time... I just created my first Twitter account to complain - any solution?,software_update,ESCALATE,Tie the response to the reported OS/update behavior without inventing facts.,456108,456107,Fri Dec 01 00:07:37 +0000 2017,"@223285 We appreciate you joining us here, and are happy to help today. Can you tell us what you see when the iPhone crashes? Are you in a specific app when it happens? How long does the iPhone work between crashes?"
G163,"Hey @AppleSupport and anyone else who upgraded to ios11.1, are y’all having issues with capital “I️” in the Mail app? As it puts in “A”?",software_update,AUTO-HANDLE,Tie the answer to the reported update/OS behavior without inventing version-specific facts.,714,712,Tue Oct 31 22:19:32 +0000 2017,"@115856 Hey, let's work together to figure out what's going on. Meet us in DM and we'll continue from there. https://t.co/GDrqU22YpT"
G164,- Can you please either A) sort out #ios11 or B) replace my iPhone 7+ now that your new operating system as rendered it completely useless? All your users are complaining but no action from your end. You messed up with a buggy update at least fix it.,software_update,AUTO-HANDLE,Tie the response to the reported OS/update behavior without inventing facts.,457222,457220,Fri Dec 01 00:21:28 +0000 2017,@223557 We appreciate you contacting us about this situation. We always want our customers to have the best experience. Let's hop into DM and get to the bottom of this: https://t.co/GDrqU22YpT
G165,After update #ios1103 no spotify on my lock screen?@AppleSupport,software_update,AUTO-HANDLE,Tie the answer to the reported update/OS behavior without inventing version-specific facts.,765,764,Tue Oct 31 18:20:46 +0000 2017,@115870 Thanks for reaching out to us. Are you experiencing the missing app after restating your device?
G166,"@AppleSupport iPhone 6, yes ios11. Checked for updates, none available. I’ve swiped up to close the app several times and I’ve restarted it 2x",software_update,AUTO-HANDLE,Tie the answer to the reported update/OS behavior without inventing version-specific facts.,1772,1774,Tue Oct 31 22:39:21 +0000 2017,"@116102 To make sure, is iOS 11.1 showing here: Settings &gt; General &gt; About &gt; Version? Please DM us the answer here: https://t.co/GDrqU22YpT"
G167,"@AppleSupport Yes, after the update. I Phone 7",software_update,AUTO-HANDLE,Tie the answer to the reported update/OS behavior without inventing version-specific facts.,2615,2617,Tue Oct 31 22:58:31 +0000 2017,@116334 Got it. Does this happen while using any particular App or feature? Let us know via a DM. We’ll keep moving forward from there. https://t.co/GDrqU22YpT
G168,I foolishly updated my iPad as well and seem to be have the same problem...,software_update,AUTO-HANDLE,Tie the response to the reported OS/update behavior without inventing facts.,448364,448366,Fri Dec 01 00:50:53 +0000 2017,@221219 We'd be happy to help you again. Let's meet in DM. https://t.co/GDrqU22YpT
G169,"a atualização do iOS 11.1.2 está péssima , drenando a bateria , travando o celular. Estão perdendo mais um cliente.",software_update,AUTO-HANDLE,Tie the response to the reported OS/update behavior without inventing facts.,458414,458413,Fri Dec 01 00:53:26 +0000 2017,"@223865 Since our Twitter support is available in English, get help at https://t.co/IBIY3vMgPj or join https://t.co/pvaOFfPbjt"
G170,"Yea still the same, I been struggling with it since iOS 11.1 came out",software_update,ESCALATE,Tie the response to the reported OS/update behavior without inventing facts.,455052,455053,Fri Dec 01 00:55:51 +0000 2017,@223018 Understood. Let's force quit the Mail app and let us know if the issue continues. Here's how: https://t.co/RqqIctrDWV
G171,My phone will be at 100% then in less than 30 mins it’s below 70% and it’s down hill from there. iOS 11.1.2,software_update,AUTO-HANDLE,Tie the response to the reported OS/update behavior without inventing facts.,459569,459568,Fri Dec 01 01:19:00 +0000 2017,"@224178 OK, let's take a closer look in DM. Follow up with us there and we'll get started. https://t.co/GDrqU22YpT"
G172,so I'm in The USA. I have a iPhone 6 IOS 11. This is actually the 2nd time all my messages have deleted and before this my phone restarts itself randomly (usually when I'm listening to music).,software_update,AUTO-HANDLE,Tie the response to the reported OS/update behavior without inventing facts.,459543,459542,Fri Dec 01 01:30:57 +0000 2017,@223006 Thanks for those details. Let's continue troubleshooting in Direct Message. You can join us there by clicking the link below. https://t.co/GDrqU22YpT
G173,It’s closing out by itself and it’s a video call and I have the latest version of iOS 11,software_update,AUTO-HANDLE,Tie the response to the reported OS/update behavior without inventing facts.,459557,459559,Fri Dec 01 01:36:03 +0000 2017,@224174 Understood. Is this still happening after a restart? Restarting is great for intermittent issues. When did you first notice this? Let us know the answer to those two questions in DM. https://t.co/GDrqU22YpT
G174,"Another #ios11 bug - search textbox in Settings disappears, and the little “x” (to clear the input) follows as you scroll. This release is a QA disaster.",software_update,AUTO-HANDLE,Tie the response to the reported OS/update behavior without inventing facts.,460861,460860,Fri Dec 01 01:45:03 +0000 2017,"@224486 Let’s investigate this together. Use the link below to join us in DM, and we’ll get started. https://t.co/GDrqU22YpT"
G175,can’t get the update for WatchOS via my iPhone X,software_update,AUTO-HANDLE,Tie the response to the reported OS/update behavior without inventing facts.,460880,460879,Fri Dec 01 01:45:06 +0000 2017,@224493 We certainly want you to be able to update. Have you tried all the steps in this article? https://t.co/t0U2zPHyHB
G176,"I can’t update my software, but if I wait too long to update it, my iPad messes up so I kinda need to, how to I fix this?",software_update,AUTO-HANDLE,Tie the response to the reported OS/update behavior without inventing facts.,460853,460850,Fri Dec 01 01:59:34 +0000 2017,@224484 We're here for you. Tell us what happens while trying to complete the update. Are you receiving an error message?
G177,"has released multiple updates over the last couple months, yet all my apps are still crashing and my phone keeps restarting. I haven’t even had this phone for a year 😤",software_update,ESCALATE,Tie the response to the reported OS/update behavior without inventing facts.,460827,460825,Fri Dec 01 02:01:30 +0000 2017,"@224479 That's certainly not the experience we'd expect you to have. We'll do everything we can to assist. You are running the most current iOS right now, correct? That's version iOS 11.1.2."
G178,My phone has been straight Trash and constantly freezing/apps crashing since this update WTF,software_update,ESCALATE,Tie the response to the reported OS/update behavior without inventing facts.,462043,462042,Fri Dec 01 02:18:15 +0000 2017,@224804 Help is here! Shoot us a DM and we'll be glad to address your concerns and get your iPhone responding fluidly again. Tap here to meet us there: https://t.co/GDrqU22YpT
G179,"aye your new update fucked up my computer, it won't even boot up, and my hard drive is failing, so all the music I made in the past two years is GONE, I'm fucking done making music because of your shitty software",software_update,AUTO-HANDLE,Tie the response to the reported OS/update behavior without inventing facts.,462011,462009,Fri Dec 01 02:18:53 +0000 2017,@224793 We want to help with your Mac. Take a look at this article for help getting your Mac to power on: https://t.co/RqWW0duJ0U
G180,When I updated it to iOS 11 the first time,software_update,AUTO-HANDLE,Tie the response to the reported OS/update behavior without inventing facts.,460829,460830,Fri Dec 01 02:24:46 +0000 2017,@224479 Which model iPhone are you using?
G181,Hey my iPhone 6 screen cracked cause it was so cold! Genuinely! Is their anything I can do about this :(,device_hardware,AUTO-HANDLE,Address the specific hardware symptom without guessing about repair outcomes.,456111,456110,Fri Dec 01 00:08:12 +0000 2017,@223286 Hi there. We'd be happy to look into some options for you. DM us and tell us what country you're located in. https://t.co/GDrqU22YpT
G182,"Installed #highsierra and my late 2011 Mac is not working, it had no issues previously . I got it booted up, after reinstalling High Sierra, then I shut down &amp; it does not work. Here’s what my screen looked like the other day. Any ideas?",device_hardware,AUTO-HANDLE,Address the specific hardware symptom without guessing about repair outcomes.,457200,457198,Fri Dec 01 00:18:07 +0000 2017,@223551 We'd like to take a look at this with you. May we ask what's showing up on your screen right now? Let us know in DM. https://t.co/GDrqU22YpT
G183,My new work phone has had this display for LITERALLY 90 minutes #AFew. Any suggestions,device_hardware,AUTO-HANDLE,Address the specific hardware symptom without guessing about repair outcomes.,457192,457190,Fri Dec 01 00:23:21 +0000 2017,@223550 Let's look into this together. Have you been connected to a stable Wi-Fi while setting up your iPhone?
G184,stupid ass phone still on dark screen lol,device_hardware,ESCALATE,Address the specific hardware symptom without guessing about repair outcomes.,459550,459549,Fri Dec 01 01:28:30 +0000 2017,"@224172 We know how important it is for your iPhone to be available and ready to use, and we'd like to help. Meet us in DM where we can learn more about the behavior you're running into, and work together on a solution. https://t.co/GDrqU22YpT"
G185,and my apps and home screen are constantly freezing,device_hardware,AUTO-HANDLE,Address the specific hardware symptom without guessing about repair outcomes.,462036,462035,Fri Dec 01 02:21:00 +0000 2017,"@224801 We'd love to help. Can you DM us your complete software version from Settings &gt; General &gt; About, next to version? https://t.co/GDrqU22YpT"
G186,7 hours into the latest sierra upgrade and #osx still is on a black screen reporting 19 minutes left. Really wishing I had skipped it.,device_hardware,ESCALATE,Address the specific hardware symptom without guessing about repair outcomes.,463926,463925,Fri Dec 01 03:17:28 +0000 2017,"@225300 We understand the importance of your Mac being available to use, and we're happy to look into this with you. Do you see any other words or graphics on the screen other than the progress indicator?"
G187,why ever since i updated my phone my homebutton doesnt work and touch id and all that hmm,device_hardware,AUTO-HANDLE,Address the specific hardware symptom without guessing about repair outcomes.,464715,464714,Fri Dec 01 03:55:22 +0000 2017,@225524 Thanks for reaching out. We'd like some details to help. Which iPhone model are you having this issue on? Let us know in a DM and we'll continue. https://t.co/GDrqU22YpT
G188,"Thanks for removing display zoom on the iPhone X, . You’ve alienated the people who can afford one. Eyesight fails after 40.",device_hardware,AUTO-HANDLE,Address the specific hardware symptom without guessing about repair outcomes.,481789,481787,Fri Dec 01 05:44:12 +0000 2017,@229515 We appreciate your feedback. You can use the other zoom options under Settings &gt; General Accessibility &gt; Zoom. More information about these settings is here: https://t.co/1RPVaXBzYT Please DM us if you need additional assistance. https://t.co/GDrqU22YpT
G189,Hey #ios11 is a complete dumpster fire. Locks up the screen on my #iphone8plus about once a month #fail,device_hardware,ESCALATE,Address the specific hardware symptom without guessing about repair outcomes.,483272,483270,Fri Dec 01 06:35:28 +0000 2017,@229954 That is certainly not the experience we want you to have. Which version of iOS 11 is running on your phone currently?
G190,just got iphone X yesterday and its stucked. I can’t open the lock screen and not updated even restart it. I have the video let me know how can i send it. #disappointed #iphone X sucks,device_hardware,AUTO-HANDLE,Address the specific hardware symptom without guessing about repair outcomes.,483209,483208,Fri Dec 01 07:11:31 +0000 2017,@229931 Hey there. That's not what should happen with your new iPhone X at all. Let us help get it working as it should. DM the video here &gt; https://t.co/GDrqU22YpT
G191,", it so confusing that the ‘stop’ and ‘snooze/repeat’ buttons are just in wrong positions in either alarm or the timer! See attached screen exhibits!",device_hardware,AUTO-HANDLE,Address the specific hardware symptom without guessing about repair outcomes.,483239,483238,Fri Dec 01 07:21:59 +0000 2017,"@229942 Hey, thanks for reaching out! The best way to have your voice heard about things like this is to leave feedback on our page: https://t.co/eTPVYVFyd8 While our designers and engineers may not reach out to you, they do read the messages they receive."
G192,So freaking tired of my iPhone 6S Plus after upgrading to iOS 11 and using it for months now. My phone’s screen freezes too out of nowhere and randomly taps on-screen buttons. It’s so unusable and frustrating. Fix it ASAP,device_hardware,AUTO-HANDLE,Address the specific hardware symptom without guessing about repair outcomes.,484534,484533,Fri Dec 01 08:36:18 +0000 2017,@230305 We are here to help. Having your phone working is important. Let's take a look at this for you. DM us your exact iOS version and we can take a look at this. https://t.co/GDrqU22YpT
G193,"one sudden day my iPhone 6 screen got black and when I visited apple service center, I was just told 'You have lost all mobile data n mobile needs to be replaced against certain amount' Is this fair to loose 2 year long memory in one moment?",device_hardware,AUTO-HANDLE,Address the specific hardware symptom without guessing about repair outcomes.,484549,484547,Fri Dec 01 09:10:57 +0000 2017,@230309 We're happy to look into this issue with you. Did you have a backup of your iPhone created to either iCloud or iTunes before this issue occurred?
G194,Sorry apple I forgot to include the picture of the faulty display in my iPhone X. It's the bright white line on the side of my iPhone X.,device_hardware,AUTO-HANDLE,Address the specific hardware symptom without guessing about repair outcomes.,484518,484517,Fri Dec 01 09:40:57 +0000 2017,"@230298 Thank you for that picture. We'd love to review support options for you on this. Please, meet up with us in DM at the link below. Send us a message there, with your country of location to get started. https://t.co/GDrqU22YpT"
G195,im confused my phone is frozen and wont let me touch anything on the screen ive had this phone why is it acting up,device_hardware,AUTO-HANDLE,Address the specific hardware symptom without guessing about repair outcomes.,484446,484444,Fri Dec 01 09:53:05 +0000 2017,"@230277 Hey, let's get your iPhone back up and running smoothly. Is it currently still unresponsive? If so, are you able to restart it as described here?: https://t.co/OWRDHWSt4h"
G196,hi Apple. Why does the clock on my lock screen disappear on my new iPhone 7?,device_hardware,AUTO-HANDLE,Address the specific hardware symptom without guessing about repair outcomes.,486257,486256,Fri Dec 01 11:05:14 +0000 2017,@230689 We want to help. Please DM us how often you're seeing this happen and if a restart seems to help. https://t.co/GDrqU22YpT
G197,I cracked my iPhone tonight what do I do now,device_hardware,AUTO-HANDLE,Address the specific hardware symptom without guessing about repair outcomes.,486167,486166,Fri Dec 01 11:59:57 +0000 2017,@230662 We'd like to look into your options together. Please send a DM to begin and let us know which country you are reaching out from. https://t.co/GDrqU22YpT
G198,I have 5 different right thumbprints for Touch ID and none of them work? I just changed them all,device_hardware,AUTO-HANDLE,Address the specific hardware symptom without guessing about repair outcomes.,486183,486181,Fri Dec 01 12:13:01 +0000 2017,"@230668 Hey, we'd like to offer some assistance, but we want to gain a better understanding of what's going on. To clarify, have you enrolled 5 different fingerprints and none of them work for Touch ID? Which device is this occurring on and what's the iOS version?"
G199,"Why the fuck do random question mark emojis appear on my screen? Even on shit that I️ type. I️ haven’t updated. Keep putting out overpriced shit,",device_hardware,ESCALATE,Address the specific hardware symptom without guessing about repair outcomes.,486204,486203,Fri Dec 01 12:16:10 +0000 2017,"@230674 We recently released an update to address this. The following article is a helpful guide on the update process, if needed: https://t.co/80YRnjDFDk Try out updating the device, but if it still occurs let us know via DM and we can dig in to it deeper from there. https://t.co/GDrqU22YpT"
G200,why does my iPhone 8 screen brightness keep changing even though True Tone is turned off? It’s annoying,device_hardware,ESCALATE,Address the specific hardware symptom without guessing about repair outcomes.,486116,486114,Fri Dec 01 12:35:05 +0000 2017,"@230646 We'd like to look into this with you. Did you have an iPhone prior to setting up the iPhone 8 that experienced this issue? If so, did the iPhone 8 get restored from that iPhone's backup? Do you notice this issue happening when using a specific app or at random?"
